year,batch,category,school_code,school_name,major_code,major_name,subject_requirement,level,study_years,plan_count,annual_fee
2025,常规批第2次,普通类,C308,海口经济学院,9C,英语(教育、翻译、商务方向)（外语语种为英语）（新增计划）,不限,,4,1,36900
2025,常规批第2次,普通类,C308,海口经济学院,9V,计算机科学与技术(网络安全),物理和化学,,4,1,38900
2025,常规批第2次,普通类,C308,海口经济学院,A7,经济学类（经济学(金融与科技方向)、国际经济与贸易(跨境电商方向)）（新增计划）,不限,,4,1,36900
2025,常规批第2次,普通类,C308,海口经济学院,BC,管理科学与工程类（工程造价、工程管理）,物理,,4,4,36900
2025,常规批第2次,普通类,C308,海口经济学院,BD,地理空间信息工程,物理和化学,,4,4,36900
2025,常规批第2次,普通类,C308,海口经济学院,BH,智能科学与技术,物理和化学,,4,2,38900
2025,常规批第2次,普通类,C308,海口经济学院,BJ,健康服务与管理（新增计划）,不限,,4,1,35900
2025,常规批第2次,普通类,C308,海口经济学院,BM,数据科学与大数据技术(智能数据分析),物理和化学,,4,1,38900
2025,常规批第2次,普通类,C310,武昌理工学院,B1,数据科学与大数据技术(中外合作办学)（该专业录取后不得转专业）,物理和化学,,4,2,62800
2025,常规批第2次,普通类,C332,烟台南山学院,B3,金融工程,物理,,4,33,17800
2025,常规批第2次,普通类,C332,烟台南山学院,B4,工程管理,物理,,4,29,16800
2025,常规批第2次,普通类,C332,烟台南山学院,B6,数字经济,物理,,4,12,16800
2025,常规批第2次,普通类,C332,烟台南山学院,B8,计算金融,物理,,4,6,16800
2025,常规批第2次,普通类,C560,云南经济管理学院,28,数学与应用数学,物理和化学,,4,1,22000
2025,常规批第2次,普通类,C574,广东东软学院,0B,大数据管理与应用,物理,,4,3,30800
2025,常规批第2次,普通类,C574,广东东软学院,X9,软件工程(中外合作办学)（与英国西英格兰大学合作办学，培养模式和学习费用请查看学校网站）,物理和化学,,4,3,68000
2025,常规批第2次,普通类,C587,上海立达学院,11,人工智能,物理和化学,,4,1,59800
2025,常规批第2次,普通类,C587,上海立达学院,12,计算机科学与技术,物理和化学,,4,6,59800
2025,常规批第2次,普通类,C587,上海立达学院,13,数据科学与大数据技术,物理和化学,,4,8,59800
2025,常规批第2次,普通类,C636,成都东软学院,12,数据科学与大数据技术(中外合作办学)（第1-3年在成都东软学院学习（学费68000元/年），符合条件者第4年在美国东康涅狄格州立大学学习（学费约150000元/年）；达到两校毕业及学位授予条件者，分别授予成都东软学院毕业证、学位证书，东康涅狄格州立大学学位证书；进校后不得转专业，非英语语种慎重报考）,物理和化学,,4,5,68000
2025,常规批第2次,普通类,C658,岳阳学院,04,应用化学（要求无色盲、色弱）,物理和化学,,4,1,22900
2025,常规批第2次,普通类,C709,厦门华厦学院,05,通信工程,物理和化学,,4,1,33000
2025,常规批第2次,普通类,C709,厦门华厦学院,14,物流工程,物理,,4,2,30000
2025,常规批第2次,普通类,C729,齐齐哈尔工程学院,01,机械设计制造及其自动化,物理和化学,,4,3,25800
2025,常规批第2次,普通类,C729,齐齐哈尔工程学院,05,机器人工程,物理和化学,,4,4,26800
2025,常规批第2次,普通类,C729,齐齐哈尔工程学院,09,电子科学与技术,物理和化学,,4,3,25800
2025,常规批第2次,普通类,C729,齐齐哈尔工程学院,0K,康复治疗学,物理和化学,,4,5,27800
2025,常规批第2次,普通类,C729,齐齐哈尔工程学院,Y3,工程造价,物理,,4,2,26800
2025,常规批第2次,普通类,C779,山西应用科技学院,04,大数据管理与应用,物理,,4,5,16080
2025,常规批第2次,普通类,C779,山西应用科技学院,08,工程管理,物理,,4,4,16080
2025,常规批第2次,普通类,C795,南昌理工学院,04,大数据管理与应用,物理,,4,2,23500
2025,常规批第2次,普通类,C795,南昌理工学院,26,智能建造,物理和化学,,4,3,23500
2025,常规批第2次,普通类,C802,吉利学院,11,大数据管理与应用,物理,,4,10,26800
2025,常规批第2次,普通类,C802,吉利学院,13,金融科技,物理,,4,10,26800
2025,常规批第2次,普通类,C843,潍坊科技学院,10,工程管理,物理,,4,16,14800
2025,常规批第2次,普通类,C843,潍坊科技学院,18,金融工程,物理,,4,13,14800
2025,常规批第2次,普通类,C915,上海中侨职业技术大学,24,食品质量与安全(中外合作办学)（中芬合作，入学后外语教学语种为英语）,物理,,4,1,60000
2025,常规批第2次,普通类,C928,泉州职业技术大学,06,装备智能化技术,物理,,4,4,24800
2025,常规批第2次,普通类,C928,泉州职业技术大学,09,智能网联汽车工程技术,物理,,4,3,24800
2025,常规批第2次,普通类,C928,泉州职业技术大学,10,应用化工技术,物理,,4,6,24800
2025,常规批第2次,普通类,C938,江西应用科技学院,03,区块链工程,物理和化学,,4,3,35000
2025,常规批第2次,普通类,C938,江西应用科技学院,0S,土木工程,物理和化学,,4,3,23000
2025,常规批第2次,普通类,C938,江西应用科技学院,0T,工程造价,物理,,4,1,23000
2025,常规批第2次,普通类,C938,江西应用科技学院,0X,财务管理（新增计划）,不限,,4,1,23000
2025,常规批第2次,普通类,D006,山东英才学院,03,机械设计制造及其自动化,物理和化学,,4,5,29800
2025,常规批第2次,普通类,D006,山东英才学院,06,智能制造工程,物理和化学,,4,12,28000
2025,常规批第2次,普通类,D006,山东英才学院,07,电子信息工程,物理和化学,,4,6,31000
2025,常规批第2次,普通类,D006,山东英才学院,08,计算机科学与技术,物理和化学,,4,24,31000
2025,常规批第2次,普通类,D006,山东英才学院,19,审计学（新增计划）,不限,,4,4,29800
2025,常规批第2次,普通类,D006,山东英才学院,24,金融工程,物理,,4,18,29800
2025,常规批第2次,普通类,D006,山东英才学院,25,土木工程,物理和化学,,4,25,29800
2025,常规批第2次,普通类,D006,山东英才学院,32,康复治疗学,物理和化学,,4,56,29800
2025,常规批第2次,普通类,D006,山东英才学院,33,汽车服务工程,物理和化学,,4,26,29800
2025,常规批第2次,普通类,D006,山东英才学院,36,金融工程(国家留学基金委AISEC项目详见我校招生简章)（外语单科成绩不低于105分）,物理,,4,93,37800
2025,常规批第2次,普通类,D006,山东英才学院,39,数据科学与大数据技术,物理和化学,,4,38,31000
2025,常规批第2次,普通类,D006,山东英才学院,42,工程造价,物理,,4,12,29800
2025,常规批第2次,普通类,D006,山东英才学院,56,通信工程,物理和化学,,4,15,28000
2025,常规批第2次,普通类,D006,山东英才学院,57,智能车辆工程,物理和化学,,4,24,28000
2025,常规批第2次,普通类,D006,山东英才学院,74,智能建造,物理和化学,,4,38,28000
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1C,机械工程,物理和化学,,4,26,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1D,车辆工程,物理和化学,,4,12,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1E,汽车服务工程,物理和化学,,4,17,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1F,机器人工程,物理和化学,,4,41,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1G,智能制造工程,物理和化学,,4,39,27800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1H,软件工程,物理和化学,,4,73,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1J,网络工程,物理和化学,,4,76,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1K,人工智能,物理和化学,,4,58,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1L,数据科学与大数据技术,物理和化学,,4,56,28800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1N,工程造价,物理,,4,66,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1Q,金融工程,物理,,4,9,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,1S,工商管理（新增计划）,不限,,4,10,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,22,教育技术学,物理,,4,72,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,25,种子科学与工程,物理和化学,,4,66,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,26,智慧农业,物理和化学,,4,28,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,27,农业智能装备工程,物理和化学,,4,73,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,2B,生物工程,物理和化学,,4,36,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,2F,印刷工程,物理和化学,,4,55,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,2H,会计学（新增计划）,不限,,4,10,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,2J,工程管理,物理,,4,78,25800
2025,常规批第2次,普通类,D015,青岛恒星科技学院,2K,智能装备与系统,物理和化学,,4,13,25800
2025,常规批第2次,普通类,D075,河北美术学院,38,数字媒体技术,物理和化学,,4,4,30000
2025,常规批第2次,普通类,D123,陕西国际商贸学院,13,财务管理（新增计划）,不限,,4,3,27000
2025,常规批第2次,普通类,D123,陕西国际商贸学院,30,汉语言文学（新增计划）,不限,,4,2,27000
2025,常规批第2次,普通类,D125,陕西服装工程学院,15,工程造价,物理,,4,7,28800
2025,常规批第2次,普通类,D234,湖北大学知行学院,AA,工程管理,物理,,4,1,18000
2025,常规批第2次,普通类,D241,武昌工学院,22,工程造价,物理,,4,1,25500
2025,常规批第2次,普通类,D262,文华学院,27,增材制造工程,物理和化学,,4,1,22000
2025,常规批第2次,普通类,D262,文华学院,36,工程管理,物理,,4,1,21000
2025,常规批第2次,普通类,D299,哈尔滨石油学院,05,石油工程（新增计划）,物理和化学,,4,8,25800
2025,常规批第2次,普通类,D299,哈尔滨石油学院,06,油气储运工程（新增计划）,物理和化学,,4,8,25800
2025,常规批第2次,普通类,D299,哈尔滨石油学院,08,化学工程与工艺（新增计划）,物理和化学,,4,9,25800
2025,常规批第2次,普通类,D300,黑龙江工商学院,0C,车辆工程,物理和化学,,4,10,25800
2025,常规批第2次,普通类,D320,青岛黄海学院,01,经济统计学,物理,,4,45,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,02,金融科技,物理,,4,65,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,03,数字经济,物理,,4,59,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,20,土木工程,物理和化学,,4,28,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,21,智能建造,物理和化学,,4,24,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,26,工程管理,物理,,4,67,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,27,工程造价,物理,,4,62,23800
2025,常规批第2次,普通类,D320,青岛黄海学院,37,智能海洋装备,物理和化学,,4,1,22800
2025,常规批第2次,普通类,D320,青岛黄海学院,38,计算机科学与技术(中外合作办学)（与国立新西兰理工所属惠灵顿理工学院合作，4+0培养模式，英语教学，非英语语种考生慎重报考，入校后不能转专业）,物理和化学,,4,24,63800
2025,常规批第2次,普通类,D320,青岛黄海学院,39,数据科学与大数据技术(中外合作办学)（与国立新西兰理工所属惠灵顿理工学院合作，4+0培养模式，英语教学，非英语语种考生慎重报考，入校后不能转专业）,物理和化学,,4,28,63800
2025,常规批第2次,普通类,D322,山东现代学院,07,助产学,物理和生物,,4,7,21000
2025,常规批第2次,普通类,D322,山东现代学院,23,土木工程,物理和化学,,4,15,21000
2025,常规批第2次,普通类,D322,山东现代学院,24,工程造价,物理,,4,20,21000
2025,常规批第2次,普通类,D324,山东协和学院,05,金融科技,物理,,4,26,19800
2025,常规批第2次,普通类,D324,山东协和学院,24,土木工程,物理和化学,,4,21,19800
2025,常规批第2次,普通类,D324,山东协和学院,32,智能影像工程（不招色弱、色盲考生）,物理和化学,,4,24,22800
2025,常规批第2次,普通类,D324,山东协和学院,35,工程管理,物理,,4,35,19800
2025,常规批第2次,普通类,D326,滇池学院,01,经济学（新增计划）,不限,,4,2,22000
2025,常规批第2次,普通类,D326,滇池学院,11,汉语言文学（新增计划）,历史,,4,2,20000
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3B,建筑工程,物理,,4,40,21800
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3C,智能建造工程,物理,,4,7,21800
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3D,工程造价,物理,,4,40,21800
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3E,建设工程管理,物理,,4,83,21800
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3Q,物联网工程技术,物理,,4,50,25300
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3S,大数据工程技术,物理,,4,91,25300
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3T,云计算技术,物理,,4,26,21800
2025,常规批第2次,普通类,D356,山东工程职业技术大学,3U,现代通信工程,物理,,4,44,21800
2025,常规批第2次,普通类,D359,烟台理工学院,18,工程管理,物理,,4,29,21800
2025,常规批第2次,普通类,D359,烟台理工学院,30,数据科学与大数据技术,物理和化学,,4,35,26800
2025,常规批第2次,普通类,D359,烟台理工学院,31,智能制造工程,物理和化学,,4,43,26800
2025,常规批第2次,普通类,D359,烟台理工学院,39,食品营养与健康,物理和化学,,4,25,21800
2025,常规批第2次,普通类,D359,烟台理工学院,40,机械设计制造及其自动化(中外合作办学)（与德国公立梅泽堡应用技术大学合作举办，3年+1年双学位联合培养，在德国规定学制内免学费，详见学校官网）,物理和化学,,4,45,36800
2025,常规批第2次,普通类,D378,青岛城市学院,03,机器人工程,物理和化学,,4,18,24800
2025,常规批第2次,普通类,D378,青岛城市学院,05,软件工程,物理和化学,,4,31,24800
2025,常规批第2次,普通类,D378,青岛城市学院,06,网络工程,物理和化学,,4,22,24800
2025,常规批第2次,普通类,D378,青岛城市学院,07,物联网工程,物理和化学,,4,16,24800
2025,常规批第2次,普通类,D378,青岛城市学院,08,数据科学与大数据技术,物理和化学,,4,4,24800
2025,常规批第2次,普通类,D378,青岛城市学院,09,人工智能,物理和化学,,4,26,24800
2025,常规批第2次,普通类,D378,青岛城市学院,10,土木工程,物理和化学,,4,62,24800
2025,常规批第2次,普通类,D378,青岛城市学院,11,智能建造,物理和化学,,4,54,24800
2025,常规批第2次,普通类,D378,青岛城市学院,12,大数据管理与应用,物理,,4,36,24800
2025,常规批第2次,普通类,D378,青岛城市学院,13,金融科技,物理,,4,62,24800
2025,常规批第2次,普通类,D378,青岛城市学院,14,工程造价,物理,,4,89,24800
2025,常规批第2次,普通类,D378,青岛城市学院,15,工程管理,物理,,4,70,24800
2025,常规批第2次,普通类,D387,山东外国语职业技术大学,3P,物流工程技术,物理,,4,74,21800
2025,常规批第2次,普通类,D387,山东外国语职业技术大学,3R,信息安全与管理,物理,,4,22,21800
2025,常规批第2次,普通类,D387,山东外国语职业技术大学,3U,金融管理,物理,,4,34,21800
2025,常规批第2次,普通类,D391,河北科技学院,0S,工程管理,物理,,4,8,22000
2025,常规批第2次,普通类,D391,河北科技学院,0T,土木工程,物理和化学,,4,2,22000
2025,常规批第2次,普通类,D391,河北科技学院,15,工业设计,物理和化学,,4,4,22000
2025,常规批第2次,普通类,D418,江西服装学院,A5,纺织工程,物理和化学,,4,2,25500
2025,常规批第2次,普通类,D418,江西服装学院,C2,数据科学与大数据技术,物理和化学,,4,3,23500
2025,常规批第2次,普通类,D418,江西服装学院,C3,物联网工程,物理和化学,,4,2,23500
2025,常规批第2次,普通类,D418,江西服装学院,C4,软件工程,物理和化学,,4,2,23500
2025,常规批第2次,普通类,D418,江西服装学院,C5,区块链工程,物理和化学,,4,1,23500
2025,常规批第2次,普通类,D421,南昌工学院,31,土木工程,物理和化学,,4,2,26000
2025,常规批第2次,普通类,D421,南昌工学院,37,工程管理,物理,,4,1,24600
2025,常规批第2次,普通类,D421,南昌工学院,38,工程造价,物理,,4,3,24600
2025,常规批第2次,普通类,D468,阳光学院,0E,软件工程（第一学年在福州滨海校区培养，第二至第四学年在福州校本部培养）,物理和化学,,4,1,31000
2025,常规批第2次,普通类,D468,阳光学院,0G,物联网工程（第一学年在福州滨海校区培养，第二至第四学年在福州校本部培养）,物理和化学,,4,1,34000
2025,常规批第2次,普通类,D468,阳光学院,0H,数字媒体技术（第一学年在福州滨海校区培养，第二至第四学年在福州校本部培养）,物理和化学,,4,1,31000
2025,常规批第2次,普通类,D468,阳光学院,0J,数据科学与大数据技术（第一学年在福州滨海校区培养，第二至第四学年在福州校本部培养）,物理和化学,,4,2,34000
2025,常规批第2次,普通类,D468,阳光学院,0K,土木工程（第一学年在福州滨海校区培养，第二至第四学年在福州校本部培养）,物理和化学,,4,2,31000
2025,常规批第2次,普通类,D468,阳光学院,11,电子商务(中外合作办学)（法国高等管理学院，福州校本部培养）,物理,,4,7,43800
2025,常规批第2次,普通类,D514,兰州博文科技学院,21,大数据管理与应用,物理,,4,2,20000
2025,常规批第2次,普通类,D514,兰州博文科技学院,22,工程管理,物理,,4,2,20000
2025,常规批第2次,普通类,D514,兰州博文科技学院,24,物流工程,物理,,4,2,20000
2025,常规批第2次,普通类,D514,兰州博文科技学院,30,道路桥梁与渡河工程,物理和化学,,4,1,20000
2025,常规批第2次,普通类,D515,兰州信息科技学院,09,测绘工程(无人机应用技术方向),物理和化学,,4,1,23800
2025,常规批第2次,普通类,D561,新疆科技学院,29,康复治疗学（退档后缺额计划）（不招色弱、色盲考生）,物理和化学,,4,1,4000
2025,常规批第2次,普通类,D599,大连艺术学院,T4,智能交互设计（不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学）,物理和化学,,4,3,29700
2025,常规批第2次,普通类,D599,大连艺术学院,T5,园艺（不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学）,物理和化学,,4,16,29700
2025,常规批第2次,普通类,D600,长春光华学院,23,机械工程,物理和化学,,4,2,25000
2025,常规批第2次,普通类,D600,长春光华学院,27,机器人工程,物理和化学,,4,5,25000
